COMMUNITY_ABRV,COMMUNITY_FULL,TOTAL_POP,GLOBALID,Shape_Length,Shape_Area,DA_AREA_m2
FHI,FOOTHILLS,0,fbb66545-6ff3-4fe0-84c5-62233f2cfe8f,13262.80213,7720708.353,7720708.353
09D,09D,0,64cc45df-3cf0-4bf0-8bdf-1cd1501dff0f,3452.614696,404277.862,404277.862
06B,06B,0,aeea041e-60cc-4d27-abd5-0d30de71ba78,2752.763713,432875.5077,432875.5077
GTI,GOLDEN TRIANGLE,0,62952c39-27aa-451d-80a1-a0d07bcafa8e,3194.601621,507714.549,507714.549
06C,06C,0,13f64406-93da-45bc-854c-26a638efab66,3988.896307,522685.8115,522685.8115
05G,05G,0,b31897eb-b9d3-46f0-85cb-25e852467c44,2904.70917,522358.7336,522358.7336
SKE,SKYLINE EAST,0,43d1ec5b-898e-4206-a62d-a1e91d4f6729,3636.26372,540784.3622,540784.3622
09H,09H,0,bf0e9b56-52ec-4eb8-923a-b7fe2b4915bc,3291.902774,561660.5923,561660.5923
13N,13N,0,2ac02c67-6b8c-4ff2-9f92-60b49fce8e38,31.94018964,9.261989524,9.261989524
01C,01C,0,ef51f4be-3a24-4520-ab2c-6742ec04356d,4546.529793,637274.5609,637274.5609
13J,13J,0,6ae7251c-6505-4f90-b323-af9381ebb577,3243.988741,654052.3081,654052.3081
12K,12K,0,bb46d7b4-a16b-4524-a277-66a0f428f9ca,2730.421179,453348.807,453348.807
12B,12B,0,f4922903-71d0-4fbd-9530-9cb3660a3b95,5968.360128,1405121.886,1405121.886
GPK,GLENMORE PARK,0,f1de490c-63bf-498a-9ad7-8e5b0b0ce5d3,21756.27209,10036686.88,10036686.88
12A,12A,0,2d4eb3e1-4ada-4027-b98e-8728ee468538,6137.005624,1513514.251,1513514.251
NPK,NOSE HILL PARK,0,88a1f36b-ba05-499f-a725-6aeec830a1de,13864.46432,11610164.22,11610164.22
SKW,SKYLINE WEST,0,90e14f54-b5db-4f78-99ce-5f224e5bc855,4725.21362,826319.3254,826319.3254
10D,10D,0,2ed40fe8-f443-484d-85cd-c2da3700cef7,4329.973925,819359.5166,819359.5166
COP,CANADA OLYMPIC PARK,0,67201983-7957-4a3b-b43d-2385b8a42d3b,4185.103023,873363.3551,873363.3551
01F,01F,0,331755b0-ed83-4fc9-b01d-173fb895c754,6121.20513,826400.7241,826400.7241
GPE,GREAT PLAINS EAST,0,141e9b78-3b92-4f10-9cbd-2a5dd915dd68,4547.46899,1065650.367,1065650.367
05F,05F,0,cbd8ba7d-f9c9-4231-8ca4-c61bfb6099a8,4567.836442,1069304.781,1069304.781
EFI,EASTFIELD,0,216b937c-cb9b-4675-8cdb-7c0bfc3386e0,4643.780257,1116574.054,1116574.054
03W,03W,0,51cf21e3-43bf-4e1c-8d2f-1777dd49cf1f,2552.747279,42912.28502,42912.28502
MDH,MEDICINE HILL,0,c7b9f282-4198-4caf-b1be-560cd27ccbf2,5035.886238,1197712.178,1197712.178
KSH,KEYSTONE HILLS,0,1d50af2e-a403-412d-806c-c034ca0b29c5,4560.7397,1192311.698,1192311.698
VAF,VALLEYFIELD,0,5aff8436-215f-4841-b3e2-d607dd5a7e90,5105.519233,1211667.174,1211667.174
NAW,NORTH AIRWAYS,0,dabfb1b7-c507-4fe0-a21a-bfa2c7868906,5102.634108,1211168.201,1211168.201
MLI,MAYLAND,0,d75e7610-e681-4e56-a26e-5a3eea3a27e0,5750.353418,1226865.575,1226865.575
FVI,FAIRVIEW INDUSTRIAL,0,e80e47a9-b7a4-47e3-ac6d-5d44080b8dbf,7834.120213,1279241.453,1279241.453
RYV,ROYAL VISTA,0,01e82c94-b4d2-4ff1-816c-eddf4728175d,5712.351441,1312703.258,1312703.258
ST3,STONEY 3,0,ec57a261-c647-4a15-a907-b22cc6e2cd5e,4864.865847,1317255.636,1317255.636
MER,MERIDIAN,0,2d4b45da-0876-4def-8ec4-a8944ca31995,5947.015489,1383625.178,1383625.178
05D,05D,0,ef373c6f-6683-470a-ad54-b391de3ffc8f,5021.942811,1437765.553,1437765.553
FRA,FRANKLIN,0,13306366-4386-4ef6-bf0d-aec6c84833e8,5270.279421,1465432.884,1465432.884
02C,02C,0,bab36a47-50c9-450b-b520-afda423feb2a,5995.859262,1478796.18,1478796.18
SVR,SYMONS VALLEY RANCH,0,ce33ba03-323e-4a4a-9023-b5f17a84d7f3,867.3602846,387.3295863,387.3295863
UOC,UNIVERSITY OF CALGARY,0,a8806864-429f-424f-8836-2a8db3161ede,6384.078095,1501471.832,1501471.832
FLI,FOREST LAWN INDUSTRIAL,0,290a51fe-860f-46a0-aeca-3fdcef3dd277,7462.609357,1533793.54,1533793.54
12J,12J,0,0edcdde5-b5da-440b-99c2-ad2e30e0f0ba,5138.762411,65970.29033,65970.29033
ESH,EAST SHEPARD INDUSTRIAL,0,3b7d3bd3-961f-436a-a57c-77bf7cc0634c,17707.12422,17346694.61,17346694.61
HSD,HOMESTEAD,0,09dd5ffe-9da9-4e77-a502-0913bf69aed5,6146.392332,1590847.83,1590847.83
01H,01H,0,16aafb16-f2aa-4d79-b03f-d22ecd9f195a,2778.695039,135992.5971,135992.5971
STE,STARFIELD EAST,0,1b070c5b-c3f7-4147-9a4a-636bfe0c9c24,6138.282409,1619781.681,1619781.681
12C,12C,0,9251988f-f9a7-4e3d-bb6b-d9196370a55d,2473.265276,314014.9141,314014.9141
10E,10E,0,945b09a2-ff66-49a8-8e58-7463250a2848,7614.034769,1850086.933,1850086.933
SAW,SOUTH AIRWAYS,0,7b10411f-d9d6-49d8-8128-42b04922426b,8028.799148,1892669.573,1892669.573
WES,WESTWINDS,0,a658e3a1-b162-474b-871a-d1a4aaf5c1f2,6738.232496,1955862.77,1955862.77
DBC,DEERFOOT BUSINESS CENTRE,0,a93e3593-e43e-435c-8d97-8d33d56d0545,7978.387666,1967633.491,1967633.491
CIA,CALGARY INTERNATIONAL AIRPORT,0,da6beaf8-255c-42af-b00e-85845e61310f,23179.97829,20594667.57,20594667.57
01B,01B,0,d70f7471-4c44-4325-a1c6-5bcfb9d2272c,6340.282244,1977158.379,1977158.379
OPH,OSPREY HILL,0,b2d3b45c-5415-4b05-8f58-a514119bb70d,1862.896581,207701.6307,207701.6307
GRI,GREENVIEW INDUSTRIAL PARK,0,6634b420-640a-4a9a-8ad6-122569b59ae9,7682.42287,2140114.832,2140114.832
OSH,OGDEN SHOPS,0,83c8b1b5-0e29-4cd9-8c36-a9895deb8e44,7830.328542,2223847.955,2223847.955
SUN,SUNRIDGE,0,0f0c0ffc-ce16-4556-b9ee-9f244a92aaf6,6032.141221,2262740.421,2262740.421
06A,06A,0,ae793d8c-21ba-4325-a754-69c80744d194,13108.17838,2264315.024,2264315.024
EFV,EAST FAIRVIEW INDUSTRIAL,0,87cb8308-3f68-4616-bc47-593cc836e421,7253.121592,2315462.477,2315462.477
HOR,HORIZON,0,41788313-4a1e-4537-b74d-e96448e0ec42,6536.210867,2311332.87,2311332.87
MCI,MCCALL,0,d40fb216-40fc-4e2c-aabd-b62a980569cd,6775.673451,2388794.085,2388794.085
ABP,AURORA BUSINESS PARK,0,3ffb18c8-fd78-473d-b5a3-6dc58a0b6385,7510.429731,2400757.515,2400757.515
SRI,SADDLE RIDGE INDUSTRIAL,0,bad3c312-9bca-4fce-8d2d-71c51860d7a8,7854.066244,2539744.1,2539744.1
13I,13I,0,5ad00db1-9a03-4053-a7ce-476c2e385a2e,2732.067618,253641.3798,253641.3798
PEG,PEGASUS,0,7f4fefd6-6f6f-48a9-b546-cd4adff1cf4a,2299.570518,256243.2336,256243.2336
LEB,LEWISBURG,0,44d0bae4-fbdb-408a-8080-abbf50dc8988,3436.157318,718934.193,718934.193
02E,02E,0,a53c8ea5-fb06-4715-9b1e-11c219467c53,6540.199256,2619231.607,2619231.607
13C,13C,0,39f1ddc1-2b00-4c27-ac19-6efcd03cb1ce,6500.056844,2640692.603,2640692.603
13A,13A,0,19bf7988-0ca7-4062-967f-ca8d2942ea51,6495.548006,2630993.117,2630993.117
13F,13F,0,89f05750-6ad0-4d1d-b7de-8fb51ee3c9fd,6498.771783,2637939.2,2637939.2
02B,02B,0,81bcdcf9-042e-4785-8e61-d721c298f82c,6503.026596,2643023.511,2643023.511
13E,13E,0,68761f51-7233-4cf5-9de0-1f5e8c73850f,6489.299008,2632877.844,2632877.844
MRN,MORAINE,0,3183a3a8-37a3-4e24-879c-7d5ae3581316,2669.825187,14460.86051,14460.86051
GBP,GLENDEER BUSINESS PARK,0,2374d885-aca7-4020-8336-66d95f981eeb,2356.343941,269803.795,269803.795
HIF,HIGHFIELD,0,fd786573-a0cd-4aa1-8b8b-04764587325d,7724.079071,2756206.72,2756206.72
13M,13M,0,d80e1ffd-79d0-4d66-bece-d9c2ba3308b7,11036.78538,2840706.644,2840706.644
BUR,BURNS INDUSTRIAL,0,779e9961-f666-40c3-869b-7cc79bfe8038,9602.16384,2886611.447,2886611.447
S23,SECTION 23,0,1773aa45-816c-4253-8254-dafd1a88c715,8391.136461,3074946.827,3074946.827
ABR,AMBLERIDGE,0,054c0057-9596-44c5-982f-e8be842cd85d,1931.403052,50570.33224,50570.33224
HKS,HOTCHKISS,0,527506f3-f82f-47a6-b0e0-17bbae07756f,4191.954913,477308.9163,477308.9163
05E,05E,0,d8689e30-8160-4914-9c89-a7045a0c31de,11836.77625,3098986.507,3098986.507
13H,13H,0,d46770a0-a1dc-4825-8e58-a59b9022a859,3465.793432,327416.9626,327416.9626
02F,02F,0,012553bc-810a-4c65-966c-39bbd41ecca4,7053.992042,3296079.355,3296079.355
SFH,SOUTH FOOTHILLS,0,4df1344e-8ea8-4014-a2b7-1f0e6638f27a,7764.484712,3561365.488,3561365.488
BVD,BELVEDERE,0,8f926b21-5c12-4719-91a2-aeb59774f715,4367.389748,1003487.766,1003487.766
11B,11B,0,198fd29b-ef15-4405-96a0-ea4231b6e0ae,4585.840142,97352.68362,97352.68362
AYB,ALYTH/BONNYBROOK,0,817664b9-e1a7-441b-b825-e685b64a1cc8,11448.07953,3802690.779,3802690.779
ALP,ALPINE PARK,0,88cc18be-c607-49e6-b5e6-c6f4c8fc30d0,8674.966186,3877087.077,3877087.077
